species	AI	BM	KY	MS	TC	VG	organism_type	synonyms	common_names	broad_habitat	exotic_in	invasive_in	main_reference	checklist	origin	phylum
Sundanella sibogae	NA	NA	NA	NA	NA	NA	"Invertebrate -
Ectoproct
(bryozoan or lace
coral)"	NA	A bryozoan	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Sus scrofa	NA	NA	NA	NA	NA	NA	"Vertebrate -
Mammal"	NA	Pig (feral);hog	Terrestrial	"Jamaica;Bahamas Islands;Curacao;Dominica;Puerto Rico;US Virgin
Islands;Montserrat;Dominican Republic;"	"Jamaica: Bahamas
Islands;Curacao;Do minica;Puerto Rico;US Virgin Islands;Montserrat;"	NA	Caribbean_IAS_db	NA	NA
"Sylvilagus floridianus
nigronuchalis"	NA	NA	NA	NA	NA	NA	"Vertebrate -
Mammal"	NA	cottontail rabbit;	Terrestrial	Curacao;	NA	NA	Caribbean_IAS_db	NA	NA
Tapinoma melanocephalum	12	NA	13	13	21	8	"Invertebrate -
Insect"	NA	Ghost ant (ISC)	NA	"Anguilla;Cayman Islands;Haiti;Dominican Republic;Puerto Rico;US Virgin
Islands;Martinique;St. Lucia;St. Vincent;Barbados;Trinidad-Tobago;
Dominica;Guadeloupe;Antigua-Barbuda;St. Kitts-Nevis;Bahamas Islands;
Cuba;Jamaica;Aruba;Venezuela;Guyana;Suriname;"	"Aruba;Bahamas Islands;Cuba;Dominica;Dominican Republic;Guadeloupe;Guyana;
Jamaica;Martinique;Puerto Rico;Haiti;St. Vincent;Suriname;Trinidad-Tobago;
Venezuela;US Virgin Isalnds;"	NA	Caribbean_IAS_db	NA	NA
Thiara granifera	NA	NA	NA	NA	NA	NA	"Invertebrate -
Mollusc"	NA	NA	Freshwater	Martinique	Martinique;	NA	Caribbean_IAS_db	NA	NA
Thraupis palmarum	NA	NA	NA	NA	NA	NA	Vertebrate - Bird	NA	Palm Tanager	Terrestrial	Tobago	Tobago;	NA	Caribbean_IAS_db	NA	NA
Thrips palmi	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	"Tripido de la berenjena (DR);thrips;Melon thrips
(ISC)"	Terrestrial	Dominican Republic;Curacao;St. Kitts-Nevis;Cuba;Jamaica;Venezuela;	"Dominican Republic;Curacao;St
Kitts-Nevis;Cuba;"	NA	Caribbean_IAS_db	NA	NA
Tiaris olivacea	NA	NA	NA	NA	NA	NA	Vertebrate - Bird	NA	Ciguita de hierba (DR);Yellow-faced Grassquit	Terrestrial	Dominican Republic;	Dominican Republic	NA	Caribbean_IAS_db	NA	NA
Tibraca limbativentris	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Hiede vivo del arroz (Dominican Republic);	Terrestrial	Dominican Republic;	Dominican Republic;	NA	Caribbean_IAS_db	NA	NA
Tilapia sp.	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Tilapia	NA	Dominican Republic;Haiti;	Dominican Republic;Haiti;	NA	Caribbean_IAS_db	NA	NA
Tilapia zillii	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	NA	NA	Antigua-Barbuda;	NA	NA	Caribbean_IAS_db	NA	NA
Toumeyella parvicornis	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	NA	NA	Turks and Caicos Islands;	Turks and Caicos Islands;	NA	Caribbean_IAS_db	NA	NA
Toxoptera citricidus	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Afido marron de citricos (DR);brown citrus aphid	Terrestrial	"Bahamas Islands;Dominican Republic;Guadeloupe;Haiti;Martinique;Puerto
Rico;St. Croix;St Thomas;Trinidad;US Virgin Islands;Cuba;Jamaica"	"Bahamas Islands;Dominican Republic;Guadeloupe;Haiti;Martinique;Puerto Rico;St.
Croix;St Thomas;Trinidad;US Virgin Islands;Cuba;Jamaica"	NA	Caribbean_IAS_db	NA	NA
Trachemys scripta elegans	NA	NA	NA	NA	NA	NA	Vertebrate - Reptile	NA	Red-eared slider terrapin;(Bahamas Islands);	Freshwater	"Bahamas Islands;Bermuda;British Virgin Islands;Tortola Island;Cayman
Islands;Dominican Republic;Guadeloupe;Guyana;Martinique;Puerto
Rico;Trinidad-Tobago;"	Bahamas Islands;Bermuda	NA	Caribbean_IAS_db	NA	NA
Trachemys sp.	NA	NA	NA	NA	NA	NA	Vertebrate - Reptile	NA	NA	Freshwater	Dominican Republic;Haiti;	Dominican Republic;Haiti;	NA	Caribbean_IAS_db	NA	NA
Trachemys stejnegeri	NA	NA	1	NA	NA	NA	Vertebrate - Reptile	NA	NA	NA	NA	Guadeloupe;	NA	Caribbean_IAS_db	NA	NA
Trialeurodes vaporariorum	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Mosca blanca de invernadero (DR);	Terrestrial	Dominican Republic;	Dominican Republic	NA	Caribbean_IAS_db	NA	NA
Trichogastger trichopterus	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Gurami (DR);Blue Gourami	Freshwater	Dominican Republic;	Dominican Republic;	NA	Caribbean_IAS_db	NA	NA
Trididemnum solidum	NA	1	NA	NA	NA	NA	"Invertebrate -
Tunicate"	NA	Benthic colonial ascidian	Marine	Curacao;Bonaire;	Curacao (native);Bonaire (native);	NA	Caribbean_IAS_db	NA	NA
Truncatella subcylindrica	NA	NA	NA	NA	NA	NA	"Invertebrate -
mollusc"	NA	Snail	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Tubastraea coccinea	NA	NA	NA	NA	NA	NA	Invertebrate - Coral	NA	Orange-cup coral (ISC)	Marine	"Anguilla;British Virgin Islands;Turks and Caicos Islands;Cayman Islands;Dominican
Republic;Puerto Rico;US Virgin Islands;Aruba;Dominica;Guadeloupe; Bahamas
Islands;Cuba;Jamaica;Aruba;Venezuela;Belize;Louisiana;Florida; Texas;"	Florida;	NA	Caribbean_IAS_db	NA	NA
Umbonia crassocornis	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Thornbug	Terrestrial	Dominican Republic;	Dominican Republic;	NA	Caribbean_IAS_db	NA	NA
Varroa destructor	NA	NA	NA	NA	NA	NA	Invertebrate - Mite	Varroa jacobsoni	Acaro de las abejas (DR);varroa mite	Terrestrial	Dominican Republic;Curacao;Barbados;St. Lucia;	Dominican Republic;Curacao;Barbados;St. Lucia;	NA	Caribbean_IAS_db	NA	NA
Victorella pavida	NA	NA	NA	NA	NA	NA	"Invertebrate -
Ectoproct
(bryozoan or lace
coral)"	NA	A bryozoan	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Vinsonia stellifera	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Stellate scale	Terrestrial	Bahamas Islands;	NA	NA	Caribbean_IAS_db	NA	NA
Wasmannia auropunctata	8	NA	NA	39	3	17	"Invertebrate -
Insect"	NA	Little fire ant (Bahamas Islands);	Terrestrial	Bahamas Islands;Bermuda;	Bahamas Islands;Puerto Rico (native);Trinidad-Tobago (native);	NA	Caribbean_IAS_db	NA	NA
Xanthium strumarium	NA	2	NA	NA	NA	1	Vertebrate - Fish	NA	Colaspada (DR);	Freshwater	Dominican Republic;Martinique;Bahamas;Jamaica;Puerto Rico;	Dominican Republic;Bahamas;	NA	Caribbean_IAS_db	NA	NA
Xenopus laevis	NA	NA	NA	NA	NA	NA	"Vertebrate -
Amphibian"	NA	African clawed frog;	Freshwater	NA	NA	NA	Caribbean_IAS_db	NA	NA
Xiphophorus maculatius	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Platy;Southern platyfish (ISC)	Freshwater	Dominican Republic;	Dominican Republic	NA	Caribbean_IAS_db	NA	NA
Xyleborinus saxesenii	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Fruit-tree pinhole borer	NA	Bermuda;	Bermuda;	"CABI,2011. Xyleborinus saxesenii. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."	Caribbean_IAS_db	NA	NA
Xyleborus sp.	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Barrenillo del cacao;Ambrosia beetle;	Terrestrial	Dominican Republic;	Dominican Republic	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Xylosandrus compactus	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Shot-hole borer	NA	"British Virgin Islands;Cuba;Curacao;Netherlands Antilles;Puerto Rico;US Virgin
Islands;"	British Virgin Islands;Cuba;Curacao;Netherlands Antilles;Puerto Rico;US Virgin Islands;	"CABI,2011. Xylosandrus compactus. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."	Caribbean_IAS_db	NA	NA
Xylosandrus morigerus	NA	NA	NA	NA	NA	NA	"Invertebrate -
Insect"	NA	Brown twig beetle	NA	Puerto Rico;Venezuela;	Puerto Rico;Venezuela;	"CABI,2011. Xylosandrus morigerus. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."	Caribbean_IAS_db	NA	NA
Zachrysia provisoria	NA	NA	9	NA	NA	11	"Invertebrate -
Mollusc"	NA	NA	NA	Barbados	Barbados;	"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"	Caribbean_IAS_db	NA	NA
Zebrasoma desjardinii	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Sailfin tang	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Zebrasoma veliferum	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Sailfin tang	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Zebrasoma xanthurum	NA	NA	NA	NA	NA	NA	Vertebrate - Fish	NA	Yellowtail tang	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Zeuxo maledivensis	NA	NA	NA	NA	NA	NA	"Invertebrate -
crustacean"	NA	A tanaid	Marine	Florida;	NA	"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."	Caribbean_IAS_db	NA	NA
Anolis carolinensis	2	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Anolis extremus	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Anolis grahami	NA	608	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Anolis leachii	NA	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Canis lupus	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Canis familiaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Canis lupus familiaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Capra hircus	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Columba livia	8	1308	162	3	41	39	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Corvus brachyrhynchos	NA	2099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Estrilda astrild	NA	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Felis catus	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Gallus gallus	2	1	8	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Gallus domesticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	chordata
Gallus varius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Hemidactylus mabouia	9	10	3	22	3	74	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Hemidactylus frenatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Herpestes javanicus	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Iguana iguana	NA	NA	20	9	NA	1	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Iguana iguana	NA	NA	20	9	NA	1	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	chordata
Mus musculus	NA	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Myiopsitta monachus	NA	NA	96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Myiopsitta monacha	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Anolis sagrei	2	NA	362	NA	6	8	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Norops sagrei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Oryctolagus cuniculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Lepus cuniculus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Pantherophis guttatus	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Passer domesticus	2	3782	65	NA	10	32	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Pitangus sulphuratus	NA	4256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Ramphotyphlops braminus	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Indotyphlops braminus	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Rattus norvegicus	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Mus norvegicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Rattus rattus	NA	14	5	3	NA	3	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
Sturnus vulgaris	NA	3773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIIS	Alien	Chordata
